timestamp,allocated,active,metadata,resident,mapped
6260377605614000,76093440,87703552,3876424,91488256,115490816
6260377617546000,76961792,88670208,3879112,92454912,117587968
6260377630371000,78665728,90521600,3882952,94322688,119685120
6260377643204000,79222784,91127808,3884104,95109120,119685120
6260377655239000,80828416,92880896,3887944,96681984,121782272
6260377667940000,82663424,94879744,3892168,98680832,123879424
6260377679398000,84072448,96206848,3895624,100220928,125976576
6260377689947000,85547008,98025472,3899080,101842944,128073728
6260377701860000,86104064,98631680,3900232,102449152,128073728
6260377713781000,87218176,99844096,3902920,103661568,130170880
6260377726004000,88922112,101695488,3906760,105693184,132268032
6260377738374000,90789888,103727104,3910984,107544576,134365184
6260377751136000,92428288,105512960,3914824,109346816,136462336
6260377762169000,93935616,107167744,3918664,111001600,138559488
6260377772676000,94459904,107741184,3919816,111575040,138559488
6260377784741000,94656512,107954176,3920200,111788032,138559488
6260377797530000,96425984,109887488,3924808,113721344,142753792
6260377809218000,98064384,111673344,3928264,115507200,142934016
6260377820313000,99375104,113098752,3930952,116948992,144359424
6260377831691000,100849664,114704384,3934408,118767616,145965056
6260377845055000,102291456,116277248,3937096,120127488,147537920
6260377856591000,103503872,117604352,3939784,121454592,148865024
6260377867637000,104880128,119111680,3942856,122961920,150372352
6260377880741000,106747904,121143296,3946696,125009920,152403968
6260377893529000,108320768,122863616,3950152,126730240,154124288
6260377906310000,110155776,124862464,3953992,128729088,156123136
6260377919177000,111204352,126009344,3956296,129875968,157270016
6260377932135000,112449536,127369216,3958984,131235840,158629888
6260377944438000,114153472,129236992,3962824,133120000,160497664
6260377955899000,115595264,130809856,3966280,134873088,162070528
6260377968293000,117200896,132562944,3969352,136445952,163823616
6260377979263000,118773760,134283264,3972808,138166272,165543936
6260377991524000,119658496,135249920,3974728,139132928,166510592
6260378003180000,121133056,136855552,3977800,140738560,168116224
6260378014065000,122443776,138280960,3980872,142360576,169541632
6260378026923000,124213248,140214272,3984328,144113664,171474944
6260378040290000,126113792,142278656,3988168,146178048,173539328
6260378053274000,126965760,143212544,3990088,147111936,174473216
6260378064492000,128374784,144752640,3993160,148652032,176013312
6260378077482000,129980416,146505728,3996616,150421504,177766400
6260378089015000,131651584,148324352,4000072,152240128,179585024
6260378100967000,132962304,149749760,4002760,153665536,181010432
6260378113758000,134010880,150896640,4005064,154812416,182157312
6260378125126000,135387136,152403968,4008136,156532736,183664640
6260378137930000,137189376,154370048,4011976,158302208,185630720
6260378148968000,138631168,155942912,4015048,159875072,187203584
6260378159478000,140072960,157515776,4018120,161447936,188776448
6260378170368000,140630016,158121984,4019272,162267136,189382656
6260378180925000,142039040,159662080,4022344,163594240,190922752
6260378193784000,143742976,161529856,4026184,165462016,192790528
6260378206732000,145414144,163348480,4029640,167297024,194609152
6260378220107000,147118080,165199872,4033096,169361408,196460544
6260378230758000,148592640,166805504,4036168,170754048,198066176
6260378241869000,164714496,184008704,4061512,188235776,215269376
6260378253821000,144250880,159399936,4082248,163069952,229392384
6260378264304000,83400704,90537984,4082248,94142464,229392384
6260378276552000,29464576,31473664,4082248,39895040,178503680
6260378289391000,29939712,32014336,4082248,40140800,178503680
6260378301637000,30382080,32522240,4082248,40501248,178503680
6260378314328000,30873600,33095680,4082248,40697856,178503680
6260378325250000,31299584,33587200,4082248,40697856,178503680
6260378338392000,31938560,34324480,4082248,40697856,178503680
6260378351170000,32479232,34947072,4082248,40697856,178503680
6260378363767000,32872448,35405824,4082248,40697856,178503680
6260378376576000,33560576,36192256,4082248,40697856,178503680
6260378389565000,34084864,36798464,4082248,40910848,178716672
6260378401650000,34510848,37289984,4082248,41549824,179355648
6260378412610000,34936832,37781504,4082248,41926656,179732480
6260378425401000,35313664,38207488,4082248,42450944,180256768
6260378438670000,35493888,38420480,4082248,42713088,180649984
6260378450820000,35772416,38748160,4082248,42926080,180862976
6260378462722000,35919872,38912000,4082248,43286528,181223424
6260378475181000,36493312,39567360,4082248,43794432,181731328
6260378488350000,37066752,40222720,4082248,44351488,182288384
6260378500153000,37509120,40730624,4082248,44859392,182796288
6260378511504000,37869568,41140224,4082248,45367296,183402496
6260378524438000,38426624,41779200,4082248,45907968,183943168
6260378537785000,38983680,42418176,4082248,46546944,184582144
6260378549411000,39442432,42942464,4082248,47071232,185106432
6260378560006000,40032256,43614208,4082248,47742976,185778176
6260378571107000,40327168,43958272,4082248,48103424,186138624
6260378582667000,40687616,44384256,4082248,48529408,186564608
6260378596026000,41146368,44924928,4082248,49070080,187105280
6260378607841000,41506816,45350912,4082248,49627136,187662336
6260378620307000,41834496,45727744,4082248,50036736,188071936
6260378633125000,42407936,46383104,4082248,50577408,188612608
6260378646478000,42883072,46923776,4082248,51265536,189300736
6260378658317000,43276288,47382528,4082248,51707904,189628416
6260378671605000,43685888,48005120,4082248,52232192,190267392
6260378684411000,44095488,48332800,4082248,52592640,190726144
6260378697357000,44570624,48889856,4082248,53149696,191283200
6260378710129000,44832768,49201152,4082248,53510144,191643648
6260378723086000,45373440,49823744,4082248,54132736,192266240
6260378736084000,45733888,50249728,4082248,54591488,192724992
6260378749187000,46307328,50905088,4082248,55377920,193380352
6260378762530000,46700544,51363840,4082248,55754752,193888256
6260378774521000,47044608,51757056,4082248,56147968,194281472
6260378785193000,47405056,52183040,4082248,56573952,194707456
6260378796761000,47929344,52789248,4082248,57180160,195313664
6260378809175000,48404480,53329920,4082248,57688064,195821568
6260378822020000,48814080,53805056,4082248,58277888,196411392
6260378834107000,49256448,54312960,4082248,58671104,196804608
6260378846758000,49813504,54951936,4082248,59424768,197443584
6260378859543000,50272256,55476224,4082248,59801600,197935104
6260378872403000,50894848,56180736,4082248,60506112,198639616
6260378884792000,51451904,56819712,4082248,61145088,199278592
6260378896667000,51959808,57393152,4082248,61816832,199950336
6260378909634000,52418560,57917440,4082248,62341120,200474624
6260378920404000,52664320,58195968,4082248,62734336,200867840
6260378933826000,53188608,58802176,4082248,63242240,201375744
6260378946630000,53696512,59392000,4082248,63733760,201867264
6260378957931000,53975040,59719680,4082248,64077824,202211328
6260378969105000,54351872,60162048,4082248,64651264,202653696
6260378980815000,54810624,60686336,4082248,65028096,203161600
6260378992432000,55334912,61292544,4082248,65634304,203767808
6260379005000000,55760896,61784064,4082248,66273280,204259328
6260379017520000,56350720,62455808,4082248,66895872,205029376
6260379030346000,56907776,63094784,4082248,67436544,205570048
6260379043612000,57399296,63668224,4082248,68009984,206143488
6260379056154000,57726976,64061440,4082248,68550656,206684160
6260379068192000,58169344,64569344,4082632,68943872,207077376
6260379079837000,58611712,65077248,4084168,69451776,207585280
6260379092356000,59086848,65617920,4085704,70107136,208125952
6260379105096000,59578368,66191360,4087624,70664192,208699392
6260379118236000,59971584,66650112,4088776,70991872,209125376
6260379131396000,60495872,67256320,4090696,71598080,209731584
6260379144189000,61020160,67862528,4092616,72204288,210337792
6260379156599000,61462528,68370432,4094536,72744960,210862080
6260379169121000,61904896,68894720,4096456,73269248,211386368
6260379181473000,62363648,69419008,4097992,73891840,211910656
6260379194568000,62806016,69926912,4099528,74301440,212418560
6260379206494000,63232000,70418432,4101448,74809344,212926464
6260379218078000,63805440,71073792,4103368,75464704,213581824
6260379230295000,64264192,71598080,4104904,75988992,214106112
6260379243099000,64804864,72220672,4106824,76611584,214728704
6260379255812000,65443840,72941568,4108744,77332480,215449600
6260379268600000,65968128,73547776,4110664,77955072,216055808
6260379281313000,66443264,74088448,4112584,78626816,216727552
6260379294685000,66672640,74350592,4114120,79069184,217169920
6260379306076000,67033088,74760192,4114888,79314944,217317376
6260379316746000,67409920,75202560,4116424,79659008,217759744
6260379329812000,67917824,75792384,4118344,80248832,218349568
6260379342586000,68425728,76382208,4120264,80838656,218939392
6260379355718000,68982784,77021184,4122184,81477632,219578368
6260379368502000,69457920,77578240,4124104,82034688,220135424
6260379381613000,69982208,78184448,4126024,82640896,220741632
6260379393644000,70457344,78725120,4127560,83197952,221282304
6260379406792000,70981632,79331328,4129480,83804160,221888512
6260379418426000,71489536,79904768,4131016,84377600,222461952
6260379431556000,72030208,80527360,4132936,85000192,223084544
6260379442802000,72423424,80986112,4134472,85458944,223543296
6260379455577000,72718336,81330176,4136008,85950464,224034816
6260379466566000,73078784,81756160,4137544,86278144,224362496
6260379479895000,73504768,82247680,4139464,86884352,224968704
6260379492512000,74078208,82903040,4141384,87441408,225525760
6260379505868000,74684416,83607552,4143688,88162304,226230272
6260379518733000,75225088,84230144,4145608,88784896,226852864
6260379531607000,75405312,84443136,4146760,88997888,227065856
6260379543442000,75864064,84967424,4147912,89522176,227590144
6260379555080000,76355584,85442560,4149832,90095616,228163584
6260379568050000,76797952,86048768,4151368,90603520,228671488
6260379580522000,77240320,86556672,4152904,91242496,229179392
6260379593312000,77813760,87212032,4154824,91766784,229834752
6260379606428000,78338048,87818240,4156744,92372992,230440960
6260379619409000,78682112,88211456,4158280,92782592,230850560
6260379630456000,79075328,88670208,4159816,93257728,231309312
6260379643579000,79484928,89145344,4161736,93863936,231915520
6260379656713000,79747072,89456640,4163656,94109696,232161280
6260379669843000,80287744,90062848,4165576,94830592,232882176
6260379681443000,80828416,90685440,4167112,95338496,233390080
6260379693273000,81221632,91144192,4168648,95797248,233848832
6260379704997000,81729536,91734016,4170568,96387072,234438656
6260379717879000,82286592,92372992,4172488,97026048,235077632
6260379730677000,82810880,92962816,4174408,97714176,235765760
6260379742167000,83187712,93405184,4175944,98222080,236109824
6260379754969000,83695616,93995008,4177480,98664448,236699648
6260379765843000,84072448,94437376,4179016,99106816,237142016
6260379779170000,84629504,95076352,4180936,99745792,237780992
6260379789574000,85055488,95567872,4182472,100237312,238272512
6260379801502000,85497856,96075776,4184008,100745216,238780416
6260379813335000,85841920,96468992,4185544,101154816,239190016
6260379826211000,86300672,96993280,4187080,101679104,239714304
6260379836785000,86661120,97419264,4188616,102105088,240140288
6260379849221000,87185408,98025472,4190536,102711296,240746496
6260379861626000,87611392,98516992,4192072,103366656,241238016
6260379874220000,88086528,99057664,4193608,103759872,241778688
6260379887361000,88594432,99647488,4195528,104349696,242368512
6260379898066000,88676352,99745792,4196680,104644608,242663424
6260379909685000,89053184,100188160,4198216,104988672,243007488
6260379921852000,89397248,100581376,4199752,105512960,243531776
6260379934569000,89856000,101105664,4201288,106037248,244056064
6260379947384000,90462208,101793792,4202824,106594304,244613120
6260379960568000,91019264,102432768,4204744,107233280,245252096
6260379972584000,91527168,103022592,4206664,107823104,245841920
6260379984893000,92018688,103596032,4208584,108412928,246415360
6260379996754000,92444672,104087552,4210120,108904448,246906880
6260380009969000,92805120,104513536,4212040,109346816,247349248
6260380022564000,93263872,105037824,4213960,109969408,247971840
6260380033969000,93591552,105414656,4214728,110247936,248250368
6260380046948000,93952000,105840640,4216648,110706688,248709120
6260380059474000,94459904,106430464,4218568,111296512,249298944
6260380072262000,94918656,106954752,4220104,111820800,249823232
6260380084659000,95459328,107577344,4222024,112443392,250445824
6260380097398000,95787008,107954176,4223560,112951296,250953728
6260380109694000,96147456,108380160,4225096,113295360,251281408
6260380122471000,96622592,108937216,4227016,113852416,251838464
6260380133765000,97048576,109428736,4228936,114442240,252428288
6260380146556000,97523712,109985792,4230472,114900992,252887040
6260380158158000,97982464,110510080,4232008,115425280,253411328
6260380170617000,98506752,111116288,4233928,116031488,254017536
6260380182628000,98981888,111656960,4235464,116572160,254558208
6260380195413000,99440640,112181248,4237384,117194752,255180800
6260380205769000,99620864,112394240,4238152,117325824,255311872
6260380218091000,100128768,112984064,4240072,117915648,255901696
6260380229791000,100587520,113508352,4241608,118456320,256425984
6260380241771000,101013504,113999872,4243144,118947840,256917504
6260380255147000,101554176,114622464,4245064,119570432,257540096
6260380266384000,102045696,115195904,4246984,120143872,258113536
6260380279738000,102422528,115638272,4248904,120684544,258654208
6260380291486000,102848512,116129792,4250440,121208832,259178496
6260380304642000,103258112,116604928,4251976,121667584,259538944
6260380316955000,103569408,116981760,4253896,121962496,259932160
6260380329730000,104110080,117604352,4255816,122585088,260554752
6260380342666000,104650752,118226944,4257736,123224064,261177344
6260380355590000,105715712,119390208,4260808,124518400,262471680
6260380366597000,107157504,120963072,4263880,126091264,264044544
6260380379607000,108926976,122896384,4267720,128024576,265977856
6260380392331000,109910016,123961344,4269640,129089536,267042816
6260380405206000,111155200,125321216,4272328,130449408,268402688
6260380418037000,112793600,127107072,4275784,132251648,270188544
6260380430887000,114432000,128892928,4279240,134037504,271974400
6260380443696000,116267008,130891776,4283080,136036352,273973248
6260380455013000,117676032,132431872,4286152,137576448,275513344
6260380467809000,119281664,134184960,4289608,139329536,277266432
6260380480632000,119805952,134758400,4290760,139919360,277839872
6260380492241000,121051136,136118272,4293448,141492224,279199744
6260380505006000,122918912,138149888,4297288,143310848,281231360
6260380516397000,124327936,139689984,4300360,144850944,282771456
6260380529155000,125966336,141475840,4303816,146817024,284557312
6260380541765000,127866880,143540224,4307656,148717568,286621696
6260380554988000,128587776,144326656,4309192,149504000,287408128
6260380565519000,129767424,145620992,4311880,150798336,288702464
6260380578472000,131602432,147619840,4315720,152797184,290701312
6260380589743000,133109760,149258240,4318792,154435584,292339712
6260380602542000,134748160,151044096,4322248,156221440,294125568
6260380615676000,136648704,153108480,4326088,158302208,296189952
6260380629056000,137009152,153501696,4326856,158695424,296583168
6260380641870000,138876928,155533312,4330696,160727040,298614784
6260380654632000,140515328,157319168,4334152,162512896,300400640
6260380665357000,141989888,158924800,4337224,164118528,302006272
6260380678516000,143759360,160858112,4341064,166068224,303939584
6260380691853000,145397760,162643968,4344520,167854080,305725440
6260380704265000,145758208,163037184,4345288,168247296,306118656
6260380717391000,147396608,164823040,4348744,170033152,307904512
6260380728837000,149002240,166576128,4352200,171786240,309657600
6260380739438000,150247424,167936000,4354888,173326336,311017472
6260380752234000,151984128,169836544,4358728,175063040,312918016
6260380763326000,153262080,171229184,4361800,176668672,314310656
6260380774436000,154179584,172228608,4363336,177455104,315310080
6260380786747000,155457536,173621248,4366024,178847744,316702720
6260380798829000,157161472,175472640,4369480,180699136,318554112
6260380811287000,158701568,177160192,4372936,182403072,320241664
6260380823566000,160274432,178880512,4376392,184123392,321961984
6260380835039000,161781760,180518912,4379464,185761792,323600384
6260380847074000,162535424,181338112,4381000,186580992,324419584
6260380859889000,164141056,183091200,4384456,188334080,326172672
6260380872856000,165844992,184942592,4387912,190185472,328024064
6260380885616000,167647232,186908672,4391752,192167936,329990144
6260380896168000,169056256,188448768,4394824,193708032,331530240
6260380907245000,170465280,189988864,4397896,195248128,333070336
6260380920384000,170825728,190382080,4399048,195821568,333463552
6260380931295000,172464128,192167936,4402120,197427200,335249408
6260380944097000,174102528,193953792,4405576,199229440,337035264
6260380957208000,175740928,195739648,4409032,201015296,338821120
6260380970033000,179673088,199966720,4415944,205242368,343048192
6260380981087000,179673088,199966720,4415944,205242368,343048192
6260380993896000,179673088,199966720,4415944,205242368,343048192
6260381006147000,206444544,228524032,4458184,233750528,371752960
6260381018384000,177068032,194641920,4458184,233521152,371752960
6260381031312000,164993024,180748288,4458184,225132544,363364352
6260381043375000,131373056,141901824,4458184,177700864,326664192
6260381056033000,60692480,64831488,4458184,92979200,239616000
6260381068822000,58857472,62832640,4458184,92979200,231211008
6260381081687000,59430912,63504384,4458184,92979200,231211008
6260381093988000,59873280,64012288,4458184,92979200,231211008
6260381105603000,60430336,64651264,4458184,92979200,231211008
6260381118436000,61003776,65306624,4458184,92979200,231211008
6260381130577000,61495296,65880064,4458184,92979200,231211008
6260381142748000,61970432,66420736,4458184,92979200,231211008
6260381154044000,62429184,66945024,4458184,92979200,231211008
6260381167381000,63002624,67600384,4458184,92979200,231211008
6260381178531000,63461376,68124672,4458184,92979200,231211008
6260381188870000,63789056,68501504,4458184,92979200,231211008
6260381201850000,64460800,69271552,4458184,92979200,231211008
6260381215205000,65083392,69976064,4458184,92979200,231211008
6260381228197000,65427456,70385664,4458184,92979200,231211008
6260381239735000,65902592,70926336,4458184,92979200,231211008
6260381252708000,66426880,71532544,4458184,92979200,231211008
6260381266068000,67082240,72286208,4458184,92979200,231211008
6260381277952000,67622912,72908800,4458184,92979200,231211008
6260381290173000,68130816,73482240,4458184,92979200,231211008
6260381303052000,68573184,73990144,4458184,92979200,231211008
6260381316423000,69130240,74629120,4458184,92979200,231211008
6260381328575000,69654528,75235328,4458184,92979200,231211008
6260381339413000,70146048,75808768,4458184,92979200,231211008
6260381352358000,70539264,76251136,4458184,92979200,231211008
6260381364055000,70916096,76677120,4458184,92979200,231211008
6260381375924000,71407616,77250560,4458184,92979200,231211008
6260381388326000,71915520,77840384,4458184,92979200,231211008
6260381401302000,72390656,78397440,4458184,92979200,231211008
6260381413340000,72849408,78921728,4458184,92979200,231211008
6260381426378000,73177088,79298560,4458184,92979200,231211008
6260381439112000,73570304,79757312,4458184,92979200,231211008
6260381452064000,74160128,80429056,4458184,92979200,231211008
6260381464618000,74569728,80904192,4458184,92979200,231211008
6260381477600000,74979328,81379328,4458184,92979200,231211008
6260381488365000,75323392,81772544,4458184,92979200,231211008
6260381501336000,75782144,82313216,4458184,92979200,231211008
6260381514137000,76109824,82706432,4458184,92979200,231211008
6260381527094000,76552192,83214336,4458184,92979200,231211008
6260381540051000,77060096,83804160,4458184,92979200,231211008
6260381553311000,77617152,84443136,4458184,92979200,231211008
6260381566290000,77977600,84869120,4458184,92979200,231211008
6260381577213000,78272512,85213184,4458184,92979200,231211008
6260381590053000,78878720,85901312,4458184,92979200,231211008
6260381600537000,79321088,86409216,4458184,92979200,231211008
6260381612185000,79927296,87097344,4458184,92979200,231211008
6260381624997000,80418816,87670784,4458184,92979200,231211008
6260381637835000,80861184,88178688,4458184,93110272,231342080
6260381650625000,81418240,88817664,4458184,93650944,231882752
6260381663584000,81876992,89358336,4458184,94191616,232423424
6260381676360000,82368512,89915392,4458184,94846976,233078784
6260381689507000,82827264,90439680,4458184,95371264,233603072
6260381702873000,83367936,91062272,4458184,96026624,234258432
6260381716025000,83662848,91406336,4458184,96288768,234520576
6260381726659000,84088832,91897856,4458184,96780288,235012096
6260381739619000,84678656,92569600,4458184,97452032,235683840
6260381751901000,84908032,92831744,4458184,97845248,236077056
6260381764535000,85547008,93552640,4458184,98435072,236666880
6260381777321000,85972992,94044160,4458184,99074048,237305856
6260381790121000,86464512,94601216,4458184,99598336,237830144
6260381802577000,86857728,95059968,4458184,100106240,238338048
6260381814202000,87152640,95404032,4458184,100597760,238682112
6260381825148000,87595008,95911936,4458184,100990976,239091712
6260381837870000,88233984,96649216,4458184,101597184,239828992
6260381849673000,88659968,97140736,4458184,102088704,240320512
6260381861948000,89282560,97845248,4458184,102793216,241025024
6260381873717000,89774080,98402304,4458184,103350272,241582080
6260381886806000,90314752,99024896,4458184,103972864,242204672
